anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
41,tt0042208,"As he clutches his abdomen, Dick grabs him.","As he clutches his abdomen, he grabs him.","['He clutches his abdomen.', 'He grabs him.']"
42,tt0042208,Doc leads them through another door to the basement.,He leads them through another door to the basement.,"['He leads them through another door.', 'He leads them to the basement.']"
43,tt0042208,Emmerich holds up a clear stone and shows Branham as Doc sweeps the strewn pieces back into the case.,He holds up a clear stone and shows her as he sweeps the strewn pieces back into the case.,"['He holds up a clear stone.', 'He shows her as he sweeps the strewn pieces back into the case.']"
44,tt0042208,Dix eyes them warily and Emmerich hands the gem back to Doc.,He hands the gem back to him.,['He hands the gem back to him.']
45,tt0042208,Emmerich smiles.,He smiles.,['He smiles.']
46,tt0042208,Doc's eyes narrow.,His eyes narrow.,['His eyes narrow.']
47,tt0042208,"Hemric looks to the stern-faced hooligan as Branham watches, his face half-shadowed.","He looks to the stern-faced hooligan as he watches, his face half-shadowed.","['He looks to the stern-faced hooligan.', 'He watches, his face half-shadowed.']"
48,tt0042208,Smoke drifts past Hemric's nervous face.,Smoke drifts past his nervous face.,['Smoke drifts past his nervous face.']
49,tt0042208,"Branham grins, pointing his gun.","He grins, pointing his gun.","['He grins.', 'He points his gun.']"
50,tt0042208,Dix raises his arms.,He raises his arms.,['He raises his arms.']
51,tt0042208,"Dix sighs, staring coldly.","He sighs, staring coldly.","['He sighs.', 'He stares coldly.']"
52,tt0042208,"Noticing the outer door opening, she brushes faster, then tucks the matching silver hand mirror and brush under the blankets.","Noticing the outer door opening, she brushes faster, then tucks the matching silver hand mirror and brush under the blankets.","['She notices the outer door opening.', 'She brushes faster.', 'She tucks the matching silver hand mirror.', 'She tucks the brush under the blankets.']"
53,tt0042208,She smiles brightly as her husband enters.,She smiles brightly as her husband enters.,['She smiles brightly as her husband enters.']
54,tt0042208,"Turning away, he slides his hand into his pocket.",He slides his hand into his pocket.,['He slides his hand into his pocket.']
55,tt0042208,He returns to his seat at her bedside.,He returns to his seat at her bedside.,"['He returns to his seat.', 'He is at her bedside.']"
56,tt0042208,He stares ahead.,He stares ahead.,['He stares ahead.']
57,tt0042208,Doc and Dick stride through an abandoned train yard.,They stride through an abandoned train yard.,['They stride through an abandoned train yard.']
58,tt0042208,"As they step onto a platform, an older police officer steps out and they stop.","As they step onto a platform, an older police officer steps out and they stop.","['They step onto a platform.', 'An older police officer steps out.', 'They stop.']"
59,tt0042208,The officer shines a large flashlight at them.,He shines a large flashlight at them.,['He shines a large flashlight at them.']
60,tt0042208,Doc nods and walks past the officer.,He nods and walks past him.,"['He nods.', 'He walks past him.']"
61,tt0042208,Dick steps in front of the flashlight's beam.,He steps in front of the flashlight's beam.,"[""He steps in front of the flashlight's beam.""]"
62,tt0042208,"As the officer reaches for his gun, he punches Dick's.","As he reaches for his gun, he punches his.","['He reaches for his gun.', 'He punches his.']"
63,tt0042208,Doc rushes the officer and gets hit over the head with the flashlight.,He rushes him and gets hit over the head with the flashlight.,"['He rushes him.', 'He gets hit over the head with the flashlight.']"
64,tt0042208,"As Doc goes down, Dick's beats the officer to the ground.","As he goes down, his beats the officer to the ground.","['He goes down.', 'His beats the officer to the ground.']"
65,tt0042208,Dick's helps his friend to his feet.,He helps him to his feet.,['He helps him to his feet.']
66,tt0042208,Doc's forehead shines with dark blood.,His forehead shines with dark blood.,['His forehead shines with dark blood.']
67,tt0042208,Doc picks up the briefcase and takes a few wobbly steps.,He picks up the briefcase and takes a few wobbly steps.,"['He picks up the briefcase.', 'He takes a few wobbly steps.']"
68,tt0042208,"Dick's leads him away, placing Doc's hat back on his head.","He leads him away, placing his hat back on his head.","['He leads him away.', 'He places his hat back on his head.']"
69,tt0042208,Bobby goes through the door and Dietrich swings.,He goes through the door and he swings.,"['He goes through the door.', 'He swings.']"
70,tt0042208,The lieutenant holds Kabi by the collar and backhands him.,He holds him by the collar and backhands him.,"['He holds him by the collar.', 'He backhands him.']"
71,tt0042208,"Holding him at arm's length, Dietrich slaps him over and over, backing him into a table.","Holding him at arm's length, he slaps him over and over, backing him into a table.","[""Holding him at arm's length."", 'He slaps him over and over.', 'He backs him into a table.']"
72,tt0042208,"The Kabi collapses, sobbing into the crook of Dietrich's arm.","He collapses, sobbing into the crook of his arm.","['He collapses.', 'He is sobbing into the crook of his arm.']"
73,tt0042208,The lieutenant shoves him off into a chair and pours a glass of whiskey.,The lieutenant shoves him off into a chair and pours a glass of whiskey.,"['The lieutenant shoves him off into a chair.', 'The lieutenant pours a glass of whiskey.']"
74,tt0042208,Dietrich shoves the glass under Kabi's nose and he gulps it down.,He shoves the glass under his nose and he gulps it down.,"['He shoves the glass under his nose.', 'He gulps it down.']"
75,tt0042208,Dietrich pats him on the cheek and Coby breaks down.,He pats him on the cheek and he breaks down.,"['He pats him on the cheek.', 'He breaks down.']"
76,tt0042208,"She looks uncertainly at Emmerich, who nods.","She looks uncertainly at him, who nods.","['She looks uncertainly at him.', 'He nods.']"
77,tt0042208,Angela hides her face in her hands.,She hides her face in her hands.,['She hides her face in her hands.']
78,tt0042208,She shakes her head.,She shakes her head.,['She shakes her head.']
79,tt0042208,Emmerich coldly watches her sob.,He coldly watches her sob.,"['He coldly watches her.', 'She sobs.']"
80,tt0042208,"She stands, flipping her shiny blonde hair out of her face.","She stands, flipping her shiny blonde hair out of her face.","['She stands.', 'She flips her shiny blonde hair out of her face.']"
81,tt0042208,She starts away and pauses to take Emmerich's hand.,She starts away and pauses to take his hand.,"['She starts away.', 'She pauses to take his hand.']"
82,tt0042208,Angela holds onto his finger as she struggles to speak.,She holds onto his finger as she struggles to speak.,"['She holds onto his finger.', 'She struggles to speak.']"
83,tt0042208,She smiles and Andrews leads Angela away.,She smiles and he leads her away.,"['She smiles.', 'He leads her away.']"
84,tt0042208,Hardy faces the fireplace.,He faces the fireplace.,['He faces the fireplace.']
85,tt0042208,Emoryk stands and gives the confession back.,He stands and gives the confession back.,"['He stands.', 'He gives the confession back.']"
86,tt0042208,"Emmerich stares at him for a moment, gives a slight smile, then exits.","He stares at him for a moment, gives a slight smile, then exits.","['He stares at him for a moment.', 'He gives a slight smile.', 'He exits.']"
87,tt0042208,"Janacek follows him out, staying a few steps behind.","He follows him out, staying a few steps behind.","['He follows him out.', 'He stays a few steps behind.']"
88,tt0042208,Emmerich walks into a study and takes a seat at the desk.,He walks into a study and takes a seat at the desk.,"['He walks into a study.', 'He takes a seat at the desk.']"
89,tt0042208,A shaded table lamp casts a muted glow on the wall.,A shaded table lamp casts a muted glow on the wall.,"['A shaded table lamp casts a muted glow.', 'The muted glow is on the wall.']"
90,tt0042208,"On the desk next to the phone, a stack of note paper rests in a holder.","On the desk next to the phone, a stack of note paper rests in a holder.","['On the desk next to the phone, a stack of note paper rests.', 'In a holder, the stack of note paper rests.']"
91,tt0042208,"As the detective watches him from the hall, Emmerich takes a slip of paper from the stack and picks up a fountain pen.","As he watches him from the hall, he takes a slip of paper from the stack and picks up a fountain pen.","['He watches him from the hall.', 'He takes a slip of paper from the stack.', 'He picks up a fountain pen.']"
92,tt0042208,His brow furrows as he scribbles a letter in a looping cursive.,His brow furrows as he scribbles a letter in a looping cursive.,"['His brow furrows.', 'He scribbles a letter in a looping cursive.']"
93,tt0042208,"It reads, Dearest May, forgive me.","It reads, Dearest her, forgive him.","['It reads, Dearest her, forgive him.']"
94,tt0042208,"He pauses, the tip of the fountain pen hovering above the paper.","He pauses, the tip of the fountain pen hovering above the paper.","['He pauses.', 'The tip of the fountain pen hovers above the paper.']"
95,tt0042208,Emmerich sets the pen aside and folds the paper in half.,He sets the pen aside and folds the paper in half.,"['He sets the pen aside.', 'He folds the paper in half.']"
96,tt0042208,"As he rips it into tiny pieces, a sad expression forms on his wrinkled face.","As he rips it into tiny pieces, a sad expression forms on his wrinkled face.","['As he rips it into tiny pieces.', 'A sad expression forms on his wrinkled face.']"
97,tt0042208,"He reaches into a desk drawer, and a shadow passes over the shredded letter.","He reaches into a desk drawer, and a shadow passes over the shredded letter.","['He reaches into a desk drawer.', 'A shadow passes over the shredded letter.']"
98,tt0042208,Doc brings a roll of Nichols open on the table.,He brings a roll of Nichols open on the table.,"['He brings a roll of Nichols.', 'He opens it on the table.']"
99,tt0042208,"As Genie takes a nickel to the jukebox and makes her selection, Doc sits at the boy's table.","As he takes a nickel to the jukebox and makes his selection, he sits at the boy's table.","['He takes a nickel to the jukebox.', 'He makes his selection.', ""He sits at the boy's table.""]"
100,tt0042208,The two teenage boys swap a glance as Genie starts to dance.,The two teenage boys swap a glance as she starts to dance.,"['The two teenage boys swap a glance.', 'She starts to dance.']"
101,tt0042208,She motions for the shorter boy to join her and he takes her hands.,He motions for the shorter boy to join him and he takes his hands.,"['He motions for the shorter boy to join him.', 'He takes his hands.']"
102,tt0042208,"She twirls under his arm, then twirls back as Doc watches her closely.","She twirls under his arm, then twirls back as he watches her closely.","['She twirls under his arm.', 'She twirls back as he watches her closely.']"
103,tt0042208,Now Genie motions the teen away and continues on alone.,Now he motions the teen away and continues on alone.,"['He motions the teen away.', 'He continues on alone.']"
104,tt0042208,"She makes long claps, then holds her hands high over her head and swivels her hips forward.","She makes long claps, then holds her hands high over her head and swivels her hips forward.","['She makes long claps.', 'Then holds her hands high over her head.', 'She swivels her hips forward.']"
105,tt0042208,"Doc stares at the girl, entranced.","He stares at her, entranced.","['He stares at her.', 'He is entranced.']"
106,tt0042208,The young girl snaps in the air as she dances.,She snaps in the air as she dances.,['She snaps in the air as she dances.']
107,tt0042208,The cappy checks his watch.,He checks his watch.,['He checks his watch.']
108,tt0042208,Genie spins and curtsies with a shrug as the song ends.,She spins and curtsies with a shrug as the song ends.,"['She spins.', 'She curtsies with a shrug.', 'The song ends.']"
109,tt0042208,He switches on a radio for the reporters.,He switches on a radio for them.,['He switches on a radio for them.']
110,tt0042208,He switches off the four speakers.,He switches off the four speakers.,['He switches off the four speakers.']
111,tt0042208,He sits at his desk.,He sits at his desk.,['He sits at his desk.']
112,tt0046912,Swan looks intrigued.,She looks intrigued.,['She looks intrigued.']
113,tt0046912,An ML envelope drops from his pocketbook.,An ML envelope drops from his pocketbook.,['An ML envelope drops from his pocketbook.']
114,tt0046912,"Swan picks up the envelope, looks at it, and hands it back.","He picks up the envelope, looks at it, and hands it back.","['He picks up the envelope.', 'He looks at it.', 'He hands it back.']"
115,tt0046912,"Swan looks at him, warily.","Swan looks at him, warily.","['Swan looks at him.', 'He looks at her warily.']"
116,tt0046912,Tony shows him the letter in his pocketbook.,He shows him the letter in his pocketbook.,"['He shows him the letter.', 'The letter is in his pocketbook.']"
117,tt0046912,He opens the door and steps into the hall.,He opens the door and steps into the hall.,"['He opens the door.', 'He steps into the hall.']"
118,tt0046912,He looks at his watch again and then at the silent telephone.,He looks at his watch again and then at the silent telephone.,"['He looks at his watch again.', 'He then looks at the silent telephone.']"
119,tt0046912,"At the party, Tony checks his watch again.","At the party, he checks his watch again.","['At the party, he checks his watch.', 'He checks his watch again.']"
120,tt0046912,Tony gets up quickly.,He gets up quickly.,"['He gets up.', 'He gets up quickly.']"
121,tt0046912,"At the flat, Swan emerges uncertainly from behind the curtains, still holding the scarf.","At the flat, he emerges uncertainly from behind the curtains, still holding the scarf.","['He emerges uncertainly from behind the curtains.', 'He is still holding the scarf.']"
122,tt0046912,"He hesitates for a moment, then pushes the scarf into his pocket and walks slowly towards the door.","He hesitates for a moment, then pushes the scarf into his pocket and walks slowly towards the door.","['He hesitates for a moment.', 'He pushes the scarf into his pocket.', 'He walks slowly towards the door.']"
123,tt0046912,"In the hotel lobby, Tony heads for the telephone kiosk.",He heads for the telephone kiosk.,['He heads for the telephone kiosk.']
124,tt0046912,"To his dismay, he finds it occupied.","To his dismay, he finds it occupied.",['He finds it occupied.']
125,tt0046912,"Impatiently, he paces outside.","Impatiently, he paces outside.",['He paces outside.']
126,tt0046912,"At last, the elderly gentleman finishes his conversation.","At last, he finishes his conversation.",['He finishes his conversation.']
127,tt0046912,Tony hurries into the kiosk and lifts the receiver.,He hurries into the kiosk and lifts the receiver.,"['He hurries into the kiosk.', 'He lifts the receiver.']"
128,tt0046912,He pushes his money into the box and dials.,He pushes his money into the box and dials.,"['He pushes his money into the box.', 'He dials.']"
129,tt0046912,Swan steps from behind the curtains.,He steps from behind the curtains.,['He steps from behind the curtains.']
130,tt0046912,"At the hotel, Tony is listening intently.",He is listening intently.,['He is listening intently.']
131,tt0046912,Swan puts the scarf around her neck and pulls it tight.,She puts the scarf around her neck and pulls it tight.,"['She puts the scarf around her neck.', 'She pulls it tight.']"
132,tt0046912,He twists the scarf as Margot tries to fight him off.,He twists the scarf as she tries to fight him off.,['He twists the scarf as she tries to fight him off.']
133,tt0046912,Swan forces her backwards until she is lying back across the desk.,She forces her backwards until she is lying back across the desk.,"['She forces her backwards.', 'She is lying back across the desk.']"
134,tt0046912,Tony listens silently as Margot gasps for breath.,He listens silently as she gasps for breath.,['He listens silently as she gasps for breath.']
135,tt0046912,"As Swan bends over her, she struggles frantically to push him away.","As he bends over her, she struggles frantically to push him away.","['He bends over her.', 'She struggles frantically to push him away.']"
136,tt0046912,"She reaches back above her head, her clutching fingers grasp the open scissors.","She reaches back above her head, her clutching fingers grasp the open scissors.","['She reaches back above her head.', 'Her clutching fingers grasp the open scissors.']"
137,tt0046912,She plunges them desperately into his back.,She plunges them desperately into his back.,"['She plunges them desperately.', 'They go into his back.']"
138,tt0046912,"Swan drops on top of her, the scissors embedded deep into him.","He drops on top of her, the scissors embedded deep into him.","['He drops on top of her.', 'The scissors are embedded deep into him.']"
139,tt0046912,"Rearing up again, he lurches and staggers.","Rearing up again, he lurches and staggers.","['He lurches.', 'He staggers.']"
140,tt0046912,"The scarves still around her neck, Margot slips from the desk onto the floor.","The scarves still around her neck, she slips from the desk onto the floor.","['The scarves still around her neck.', 'She slips from the desk onto the floor.']"
141,tt0046912,"She looks away in horror as Swan collapses beside her, driving the scissors even further into his back.","She looks away in horror as he collapses beside her, driving the scissors even further into his back.","['She looks away in horror.', 'He collapses beside her.', 'He drives the scissors even further into his back.']"
142,tt0046912,Margo gets up and indicates the bedroom.,She indicates the bedroom.,['She indicates the bedroom.']
143,tt0046912,She crosses the room and stands behind the desk.,She crosses the room and stands behind the desk.,"['She crosses the room.', 'She stands behind the desk.']"
144,tt0046912,"Behind the Inspector, Tony gives her a warning look.","Behind him, he gives her a warning look.","['He gives her a warning look.', 'He is behind him.']"
145,tt0046912,Margot returns wearing her coat.,She returns wearing her coat.,"['She returns.', 'She is wearing her coat.']"
146,tt0046912,Mark hands them to the Inspector.,He hands them to him.,['He hands them to him.']
147,tt0046912,Tony reappears.,He reappears.,['He reappears.']
148,tt0046912,She takes it out and shows them.,She takes it out and shows them.,"['She takes it out.', 'She shows them.']"
149,tt0046912,"Looking stunned, Margo shakes her head.","Looking stunned, she shakes her head.","['She looks stunned.', 'She shakes her head.']"
150,tt0046912,She shakes her head again.,She shakes her head again.,"['She shakes her head.', 'She shakes her head again.']"
151,tt0046912,A symbolic black cloth is placed on the judge's head.,A symbolic black cloth is placed on his head.,['A symbolic black cloth is placed on his head.']
152,tt0046912,He looks out of the window.,He looks out of the window.,['He looks out of the window.']
153,tt0046912,Tony has stopped just outside the house.,He has stopped just outside the house.,['He has stopped just outside the house.']
154,tt0046912,"Looking puzzled, he is turning the key over and over in his hand.","Looking puzzled, he is turning the key over and over in his hand.","['He looks puzzled.', 'He is turning the key over and over in his hand.']"
155,tt0046912,Tony comes back into the house and goes straight to the stairs.,He comes back into the house and goes straight to the stairs.,"['He comes back into the house.', 'He goes straight to the stairs.']"
156,tt0046912,He takes the key from under the stair carpet.,He takes the key from under the stair carpet.,['He takes the key from under the stair carpet.']
157,tt0046912,He puts the key into the lock and opens the door.,He puts the key into the lock and opens the door.,"['He puts the key into the lock.', 'He opens the door.']"
158,tt0046912,"He steps inside, putting down the books and bags.","He steps inside, putting down the books and bags.","['He steps inside.', 'He puts down the books and bags.']"
159,tt0046912,"Inside the flat, Tony switches on the light.","Inside the flat, he switches on the light.",['He switches on the light.']
160,tt0046912,Mark and Margo and Inspector Hubbard stand facing him.,He stands facing him.,['He stands facing him.']
161,tt0046912,He quickly opens the door.,He quickly opens the door.,['He quickly opens the door.']
162,tt0046912,A detective stands outside.,A detective stands outside.,['A detective stands outside.']
163,tt0046912,Tony slowly closes the door again.,He slowly closes the door again.,"['He slowly closes the door.', 'He closes the door again.']"
164,tt0046912,"Distressed, Margo turns away.","Distressed, she turns away.",['She turns away.']
165,tt0046912,"Tony shrugs, looks at the drinks on the sideboard, then walks calmly to the desk and picks up a bottle of whisky.","He shrugs, looks at the drinks on the sideboard, then walks calmly to the desk and picks up a bottle of whisky.","['He shrugs.', 'He looks at the drinks on the sideboard.', 'He walks calmly to the desk.', 'He picks up a bottle of whisky.']"
166,tt0046912,He puts the key on the desk.,He puts the key on the desk.,['He puts the key on the desk.']
167,tt0046912,"Taking a glass from the sideboard, he pours himself a large drink.","Taking a glass from the sideboard, he pours himself a large drink.","['Taking a glass from the sideboard.', 'He pours himself a large drink.']"
168,tt0046912,Hubbard is dialing a number.,He is dialing a number.,['He is dialing a number.']
169,tt0046912,"Waiting for a reply, the inspector has a look of smug satisfaction as he combs his neat moustache.","Waiting for a reply, he has a look of smug satisfaction as he combs his neat moustache.","['He waits for a reply.', 'He has a look of smug satisfaction.', 'He combs his neat moustache.']"
170,tt0050468,The dock approaches him.,The dock approaches him.,['The dock approaches him.']
171,tt0050468,The dog smiles.,He smiles.,['He smiles.']
172,tt0050468,The dog turns in the doorway.,It turns in the doorway.,['It turns in the doorway.']
173,tt0050468,He enters the saloon.,He enters the saloon.,['He enters the saloon.']
174,tt0050468,All eyes are on him.,All eyes are on him.,['All eyes are on him.']
175,tt0050468,He's stopped by Sheriff Wilson and a deputy.,He's stopped by him and a deputy.,"[""He's stopped by him."", ""He's stopped by a deputy.""]"
176,tt0050468,"From the other end of the saloon, Kate, his woman, watches with concern.","From the other end of the saloon, he watches her with concern.","['From the other end of the saloon, he watches her with concern.']"
177,tt0050468,"The doc opens his jacket, revealing that he isn't wearing a gun.","The doc opens his jacket, revealing that he isn't wearing a gun.","['The doc opens his jacket.', ""Revealing that he isn't wearing a gun.""]"
178,tt0050468,"Wired up, eating at a table, watches as the doc slowly walks to the far end of the bar, close to Ed Bailey's table.","Wired up, eating at a table, he watches as he slowly walks to the far end of the bar, close to his table.","['Wired up, eating at a table, he watches as he slowly walks to the far end of the bar.', 'He is close to his table.']"
179,tt0050468,Bailey readies the derringer in his left boot.,He readies the derringer in his left boot.,['He readies the derringer in his left boot.']
180,tt0050468,Bailey trio in a large mirror.,They in a large mirror.,['They in a large mirror.']
181,tt0050468,He watches for any reaction.,He watches for any reaction.,['He watches for any reaction.']
182,tt0050468,He sees Bailey shuffle in his chair.,He sees him shuffle in his chair.,"['He sees him.', 'He shuffles in his chair.']"
183,tt0050468,"Bailey leaps to his feet, Derringer in hand, the doc viciously flings a flick knife into Bailey's chest.",He viciously flings a flick knife into his chest.,"['He viciously flings a flick knife.', 'He flings it into his chest.']"
184,tt0050468,He slumps to the ground.,He slumps to the ground.,['He slumps to the ground.']
185,tt0050468,Sheriff Wilson approaches.,He approaches.,['He approaches.']
186,tt0050468,Kate watches from afar.,She watches from afar.,['She watches from afar.']
187,tt0050468,He pays for his drink and is escorted from the saloon by the sheriff and a deputy.,He pays for his drink and is escorted from the saloon by them.,"['He pays for his drink.', 'He is escorted from the saloon by them.']"
188,tt0050468,"He grabs an object from his room and lobs it over the facing banister, into the stairwell.","He grabs an object from his room and lobs it over the facing banister, into the stairwell.","['He grabs an object from his room.', 'He lobs it over the facing banister.', 'It lands into the stairwell.']"
189,tt0050468,The deputy goes to investigate.,He goes to investigate.,['He goes to investigate.']
190,tt0050468,"With his back to Earp's door, he peers over the banister.","With his back to his door, he peers over the banister.","['With his back to his door, he peers over the banister.']"
191,tt0050468,Earp darts out and fells him with the butt of his gun.,He darts out and fells him with the butt of his gun.,"['He darts out.', 'He fells him with the butt of his gun.']"
192,tt0050468,He drags the unconscious man to the dock's room.,He drags him to the dock's room.,"[""He drags him to the dock's room.""]"
193,tt0050468,The dock has one arm handcuffed to a brass bedstead and a full liquor glass in his other hand.,The dock has one arm handcuffed to a brass bedstead and a full liquor glass in his other hand.,"['The dock has one arm handcuffed to a brass bedstead.', 'The dock has his other hand holding a full liquor glass.']"
194,tt0050468,Earp dumps the body on the floor.,He dumps the body on the floor.,['He dumps the body on the floor.']
195,tt0050468,The dock sits down and downs the liquor.,He sits down and downs the liquor.,"['He sits down.', 'He downs the liquor.']"
196,tt0050468,Earp closes the door.,He closes the door.,['He closes the door.']
197,tt0050468,Erpfishes the handcuffs key from the deputies pocket and throws it to the dock.,He throws it to the dock.,"['He throws it.', 'It goes to the dock.']"
198,tt0050468,Erp looks through a window at the mob below.,He looks through a window at them below.,"['He looks through a window.', 'He looks at them below.']"
199,tt0050468,A man on horseback gallops toward the mob and throws them a rope.,A man on horseback gallops toward the mob and throws them a rope.,"['A man on horseback gallops toward the mob.', 'He throws them a rope.']"
200,tt0050468,Earp lifts the shade off a table lamp and waves the lamp across the window as if signalling.,He lifts the shade off a table lamp and waves the lamp across the window as if signalling.,"['He lifts the shade off a table lamp.', 'He waves the lamp across the window.', 'He signals as if signalling.']"
201,tt0050468,"In the street, Kate holding a lighted paraffin lamp stands next to bales of hay.","In the street, she holding a lighted paraffin lamp stands next to bales of hay.","['She holds a lighted paraffin lamp.', 'She stands next to bales of hay.']"
202,tt0050468,"She sees the signal, chucks her lamp on the hay and beats a hasty retreat.","She sees the signal, chucks her lamp on the hay and beats a hasty retreat.","['She sees the signal.', 'She chucks her lamp on the hay.', 'She beats a hasty retreat.']"
203,tt0050468,"The small freestanding open-sided barn, as it's now revealed to be, is quickly ablaze.","The small freestanding open-sided barn, as it's now revealed to be, is quickly ablaze.","['The small freestanding open-sided barn is quickly ablaze.', ""The barn, as it's now revealed to be, is quickly ablaze.""]"
