cmd_filename,imdbid,movie,movie_title,shot_list
2017/LWIAWDjHhx4,tt0046912,4077,Dial M for Murder,"[(0.01, 24.514), (24.534000000000002, 26.849999999999998), (26.87, 33.023), (33.043, 37.861000000000004), (37.881, 50.123000000000005), (50.143, 63.303000000000004), (63.323, 82.44699999999999), (82.467, 85.44999999999999), (85.47, 94.042), (94.06200000000001, 98.964), (98.98400000000001, 100.88199999999999), (100.902, 103.59299999999999), (103.613, 104.72), (104.74000000000001, 105.97099999999999), (105.991, 107.723), (107.74300000000001, 122.112), (122.132, 130.078), (130.09799999999998, 132.622), (132.642, 135.625), (135.64499999999998, 136.043)]"
2017/Igs1WM2pA54,tt0046912,4077,Dial M for Murder,"[(0.01, 2.492), (2.5119999999999996, 4.6610000000000005), (4.681, 9.249), (9.269, 12.753), (12.773, 21.093999999999998), (21.114, 28.226999999999997), (28.247, 36.652), (36.672, 41.573), (41.592999999999996, 46.536), (46.556, 54.294000000000004), (54.314, 57.756), (57.775999999999996, 78.151), (78.171, 80.02799999999999), (80.048, 87.16), (87.18, 103.46799999999999), (103.488, 116.064), (116.084, 121.695), (121.715, 151.72500000000002), (151.745, 152.059)]"
2017/jPRiyRmsLBo,tt0046912,4077,Dial M for Murder,"[(0.01, 16.924), (16.944000000000003, 19.092), (19.112000000000002, 39.738), (39.757999999999996, 51.75), (51.769999999999996, 92.03999999999999)]"
2017/8HiCEPL6oa8,tt0046912,4077,Dial M for Murder,"[(0.01, 11.001), (11.020999999999999, 15.714), (15.734, 17.131999999999998), (17.152, 33.690000000000005), (33.71, 42.699000000000005), (42.719, 51.375), (51.394999999999996, 72.93799999999999), (72.958, 78.193), (78.21300000000001, 80.487), (80.507, 82.28099999999999), (82.301, 86.368), (86.388, 93.0), (93.02000000000001, 94.00099999999999), (94.021, 102.509), (102.52900000000001, 106.76299999999999), (106.783, 109.59899999999999), (109.619, 112.10199999999999), (112.122, 128.702), (128.72199999999998, 132.122), (132.142, 134.291), (134.31099999999998, 138.79500000000002), (138.815, 141.798), (141.81799999999998, 142.799), (142.819, 152.309), (152.32899999999998, 153.643), (153.66299999999998, 155.103), (155.123, 157.48100000000002), (157.501, 159.066), (159.08599999999998, 173.288), (173.308, 174.83100000000002), (174.851, 176.833), (176.85299999999998, 177.751), (177.771, 179.211), (179.231, 180.75400000000002), (180.774, 182.839), (182.85899999999998, 185.63400000000001), (185.654, 188.387), (188.40699999999998, 190.68), (190.7, 191.056)]"
2017/Oh0635HLx5s,tt0046912,4077,Dial M for Murder,"[(0.01, 3.827), (3.8469999999999995, 31.979999999999997), (32.0, 34.524), (34.544, 38.612), (38.632, 51.458000000000006), (51.478, 57.798), (57.818, 64.30399999999999), (64.324, 76.23299999999999), (76.253, 79.695), (79.715, 87.494), (87.51400000000001, 105.512), (105.53200000000001, 106.55499999999999), (106.575, 108.056), (108.07600000000001, 109.975), (109.995, 112.26899999999999), (112.289, 118.10799999999999), (118.128, 128.327), (128.34699999999998, 146.053)]"
2017/DaWi5EoJVGA,tt0046912,4077,Dial M for Murder,"[(0.01, 2.8680000000000003), (2.888, 5.746), (5.766, 19.218), (19.238000000000003, 28.142999999999997), (28.163, 38.528), (38.547999999999995, 47.287), (47.306999999999995, 50.249), (50.269, 58.173), (58.193, 61.593), (61.613, 68.725), (68.745, 79.77799999999999), (79.798, 90.205), (90.22500000000001, 91.87299999999999), (91.893, 93.0), (93.02000000000001, 97.92099999999999), (97.941, 104.344), (104.364, 106.92999999999999), (106.95, 133.37300000000002), (133.393, 135.0), (135.01999999999998, 137.87800000000001), (137.898, 140.047), (140.06699999999998, 143.675), (143.695, 146.21900000000002), (146.239, 153.435), (153.45499999999998, 156.77200000000002), (156.792, 167.24), (167.26, 170.535), (170.55499999999998, 171.787), (171.807, 172.037)]"
2017/9MSGSOjdViQ,tt0046912,4077,Dial M for Murder,"[(0.01, 45.911), (45.931, 50.123000000000005), (50.143, 61.051)]"
2017/JY4UoItJ_lA,tt0046912,4077,Dial M for Murder,"[(0.01, 4.995), (5.015, 10.584), (10.604, 12.336), (12.356, 14.546000000000001), (14.566, 18.008), (18.028000000000002, 19.801), (19.821, 24.932), (24.952, 26.099), (26.119000000000003, 28.476999999999997), (28.497, 33.398), (33.418, 38.278), (38.297999999999995, 40.155), (40.175, 44.952000000000005), (44.972, 46.620000000000005), (46.64, 48.789), (48.809, 53.377), (53.397, 63.053000000000004), (63.073, 66.80699999999999), (66.827, 70.76899999999999), (70.789, 80.237), (80.257, 81.613), (81.63300000000001, 84.741), (84.76100000000001, 86.076), (86.096, 88.07799999999999), (88.098, 90.205), (90.22500000000001, 95.877), (95.897, 99.339), (99.35900000000001, 124.90599999999999), (124.926, 130.996), (131.016, 133.04000000000002), (133.06, 149.056)]"
2012/fCQb93-RrZo,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 10.417), (10.437, 17.506999999999998), (17.527, 23.846999999999998), (23.867, 30.229), (30.249000000000002, 31.939), (31.959000000000003, 36.401), (36.421, 38.487), (38.507, 41.281), (41.300999999999995, 44.868), (44.888, 53.001000000000005), (53.021, 55.754000000000005), (55.774, 60.676), (60.696, 65.639), (65.659, 78.318), (78.33800000000001, 79.86099999999999), (79.881, 88.20299999999999), (88.223, 89.204), (89.224, 97.75399999999999), (97.774, 112.05999999999999), (112.08, 114.146), (114.16600000000001, 128.035)]"
2012/BIt9IYPOY2g,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 21.22), (21.240000000000002, 44.826), (44.846, 53.627), (53.647, 58.507000000000005), (58.527, 64.26299999999999), (64.283, 66.39), (66.41000000000001, 67.84899999999999), (67.869, 70.143), (70.16300000000001, 72.521), (72.54100000000001, 76.31599999999999), (76.336, 82.03), (82.05000000000001, 86.618), (86.638, 101.091), (101.111, 117.85799999999999), (117.878, 122.195), (122.215, 124.865), (124.885, 129.369), (129.38899999999998, 133.04000000000002)]"
2012/1yLt0kzJIUQ,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 4.62), (4.64, 15.297), (15.317, 20.384999999999998), (20.405, 22.304), (22.324, 31.979999999999997), (32.0, 42.324000000000005), (42.344, 60.717), (60.736999999999995, 66.056), (66.07600000000001, 72.854), (72.87400000000001, 74.856), (74.876, 82.99), (83.01, 90.455), (90.47500000000001, 92.332), (92.352, 96.96199999999999), (96.982, 98.088), (98.108, 99.798), (99.81800000000001, 128.785), (128.80499999999998, 130.037)]"
2012/6VUfXGlADjU,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 39.112), (39.132, 43.2), (43.22, 48.664), (48.684, 50.874), (50.894, 55.295), (55.315, 59.800000000000004), (59.82, 64.80499999999999), (64.825, 66.473), (66.49300000000001, 80.696), (80.71600000000001, 86.41), (86.43, 94.41799999999999), (94.438, 96.086), (96.10600000000001, 98.38), (98.4, 101.633), (101.653, 105.345), (105.36500000000001, 108.265), (108.28500000000001, 109.725), (109.745, 116.732), (116.75200000000001, 119.568), (119.58800000000001, 124.23899999999999), (124.259, 126.69999999999999), (126.72, 131.33), (131.35, 133.04000000000002)]"
2012/UNlo03HucLM,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 3.285), (3.3049999999999997, 5.412), (5.4319999999999995, 10.667), (10.687, 17.840999999999998), (17.861, 27.683999999999997), (27.704, 31.270999999999997), (31.291, 32.814), (32.833999999999996, 34.9), (34.919999999999995, 37.486000000000004), (37.506, 44.618), (44.638, 47.454), (47.474, 50.582), (50.602, 53.752), (53.772, 56.213), (56.233, 67.51599999999999), (67.536, 71.52), (71.54, 74.523), (74.543, 80.279), (80.299, 82.11399999999999), (82.134, 87.869), (87.88900000000001, 90.08), (90.10000000000001, 90.914), (90.93400000000001, 94.33399999999999), (94.354, 95.711), (95.73100000000001, 99.673), (99.69300000000001, 101.508), (101.528, 104.428), (104.44800000000001, 105.262), (105.28200000000001, 106.80499999999999), (106.825, 108.765), (108.78500000000001, 110.309), (110.32900000000001, 123.03)]"
2012/Lj7OCHi8x7c,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 5.329000000000001), (5.349, 5.954000000000001), (5.974, 9.041), (9.061, 10.5), (10.52, 14.755), (14.775, 18.633999999999997), (18.654, 21.761999999999997), (21.782, 31.020999999999997), (31.041, 34.024), (34.044, 40.53), (40.55, 42.783), (42.803, 48.914), (48.934, 50.874), (50.894, 62.427), (62.446999999999996, 71.01899999999999)]"
2012/YJnneXfx_q8,tt0050468,4727,Gunfight at the O.K. Corral,"[(0.01, 9.666), (9.686, 15.005), (15.025, 56.129000000000005), (56.149, 62.219), (62.239, 64.17899999999999), (64.199, 70.39399999999999), (70.414, 81.488), (81.50800000000001, 85.701), (85.721, 96.128), (96.14800000000001, 101.04899999999999)]"
2011/guMVb47aD-k,tt0056592,10124,To Kill a Mockingbird,"[(0.01, 12.461), (12.481, 27.808999999999997), (27.829, 72.02)]"
2011/ojydQ3_FDqI,tt0056592,10124,To Kill a Mockingbird,[]
2011/C841wEogE4U,tt0056592,10124,To Kill a Mockingbird,"[(0.01, 12.336), (12.356, 180.04500000000002)]"
2011/8MmtVx1A8BA,tt0056592,10124,To Kill a Mockingbird,"[(0.01, 39.446000000000005), (39.466, 42.532000000000004), (42.552, 54.711), (54.730999999999995, 70.018)]"
2011/iRmIef02Ajk,tt0056592,10124,To Kill a Mockingbird,"[(0.01, 2.826), (2.8459999999999996, 11.043000000000001), (11.063, 15.255), (15.275, 18.258), (18.278000000000002, 22.721), (22.741000000000003, 25.974), (25.994000000000003, 29.519), (29.539, 31.729999999999997), (31.75, 35.901), (35.921, 38.195), (38.214999999999996, 44.409), (44.428999999999995, 48.247), (48.266999999999996, 51.792), (51.812, 53.418), (53.437999999999995, 57.381), (57.400999999999996, 63.47), (63.489999999999995, 68.809), (68.82900000000001, 72.229), (72.24900000000001, 76.35799999999999), (76.378, 84.783), (84.80300000000001, 87.82799999999999), (87.848, 90.038), (90.058, 92.457), (92.477, 94.042)]"
2015/pcj4boVT4fc,tt0059742,12835,The Sound of Music,"[(0.01, 13.42), (13.44, 14.755), (14.775, 21.052999999999997), (21.073, 36.36), (36.379999999999995, 43.784), (43.803999999999995, 46.870000000000005), (46.89, 52.417), (52.437, 68.18299999999999), (68.203, 83.865), (83.885, 89.03699999999999), (89.057, 96.169), (96.18900000000001, 104.17699999999999), (104.197, 119.026)]"
2015/kxjwb5cXTI0,tt0059742,12835,The Sound of Music,"[(0.01, 4.1610000000000005), (4.181, 8.207), (8.227, 18.799999999999997), (18.82, 23.012999999999998), (23.033, 34.191), (34.211, 43.533), (43.553, 46.245000000000005), (46.265, 49.039), (49.059, 55.42), (55.44, 57.631), (57.650999999999996, 66.80699999999999), (66.827, 83.74), (83.76, 94.87599999999999), (94.896, 98.463), (98.483, 106.59599999999999), (106.616, 110.225), (110.245, 119.026)]"
2015/w9KBOhPXhds,tt0064115,3569,Butch Cassidy and the Sundance Kid,"[(0.01, 1.909), (1.929, 12.377), (12.397, 23.18), (23.200000000000003, 27.392), (27.412000000000003, 30.145), (30.165000000000003, 32.147), (32.166999999999994, 33.607), (33.626999999999995, 35.025), (35.044999999999995, 37.402), (37.422, 38.904), (38.924, 42.449000000000005), (42.469, 50.832), (50.852, 55.17), (55.19, 58.632000000000005), (58.652, 61.802), (61.821999999999996, 74.356), (74.376, 80.696), (80.71600000000001, 83.699), (83.71900000000001, 91.45599999999999), (91.476, 96.878), (96.89800000000001, 104.344), (104.364, 112.728), (112.748, 115.14699999999999), (115.167, 117.024), (117.04400000000001, 118.06599999999999), (118.086, 121.52799999999999), (121.548, 122.195), (122.215, 126.57499999999999), (126.595, 131.33), (131.35, 133.04000000000002)]"
2015/KyR7XB0VBPM,tt0064115,3569,Butch Cassidy and the Sundance Kid,"[(0.01, 5.913), (5.933, 8.999), (9.019, 10.834), (10.854, 12.794), (12.814, 14.963000000000001), (14.983, 17.549), (17.569000000000003, 25.389999999999997), (25.41, 31.188), (31.208000000000002, 38.445), (38.464999999999996, 41.365), (41.385, 44.576), (44.596, 54.503), (54.522999999999996, 63.303000000000004), (63.323, 65.639), (65.659, 100.58999999999999), (100.61, 105.762), (105.78200000000001, 127.19999999999999), (127.22, 129.453), (129.47299999999998, 131.038)]"
2014/RitnM9n0jTY,tt0066999,10132,Dirty Harry,"[(0.01, 1.6580000000000001), (1.6780000000000002, 8.749), (8.769, 10.417), (10.437, 14.213000000000001), (14.233, 18.049999999999997), (18.07, 23.305), (23.325000000000003, 26.724999999999998), (26.745, 31.229999999999997), (31.25, 34.733000000000004), (34.753, 40.53), (40.55, 46.787), (46.806999999999995, 48.747), (48.766999999999996, 53.085), (53.105, 56.546), (56.565999999999995, 95.377), (95.397, 116.857), (116.87700000000001, 128.035)]"
2014/dKC2CPS9AFI,tt0066999,10132,Dirty Harry,"[(0.01, 7.706), (7.726, 12.002), (12.022, 17.256999999999998), (17.277, 19.508999999999997), (19.529, 28.142999999999997), (28.163, 33.899), (33.919, 37.444), (37.464, 41.74), (41.76, 48.163000000000004), (48.183, 55.629000000000005), (55.649, 62.719), (62.739, 64.72099999999999), (64.741, 66.139), (66.159, 67.09899999999999), (67.119, 68.976), (68.99600000000001, 70.26899999999999), (70.289, 76.06599999999999), (76.086, 82.90599999999999), (82.926, 86.618), (86.638, 91.28999999999999), (91.31, 92.374), (92.394, 93.95899999999999), (93.979, 95.544), (95.56400000000001, 130.037)]"
2014/yr-HmSz421c,tt0066999,10132,Dirty Harry,"[(0.01, 10.834), (10.854, 17.549), (17.569000000000003, 21.093999999999998), (21.114, 23.764), (23.784000000000002, 26.724999999999998), (26.745, 27.392), (27.412000000000003, 30.102999999999998), (30.123, 34.65), (34.669999999999995, 36.902), (36.922, 39.196000000000005), (39.216, 40.322), (40.342, 41.156), (41.175999999999995, 42.658), (42.678, 47.621), (47.641, 52.709), (52.729, 57.381), (57.400999999999996, 62.427), (62.446999999999996, 66.64), (66.66000000000001, 82.23899999999999), (82.259, 86.493), (86.513, 87.536), (87.55600000000001, 91.24799999999999), (91.268, 93.5), (93.52000000000001, 94.29299999999999), (94.313, 95.752), (95.772, 97.75399999999999), (97.774, 98.588), (98.608, 99.172), (99.19200000000001, 100.13199999999999), (100.152, 102.217), (102.23700000000001, 102.926), (102.94600000000001, 103.59299999999999), (103.613, 105.637), (105.65700000000001, 106.55499999999999), (106.575, 107.723), (107.74300000000001, 108.64), (108.66000000000001, 109.47399999999999), (109.494, 110.05799999999999), (110.078, 110.6), (110.62, 111.268), (111.28800000000001, 114.43799999999999), (114.458, 115.814), (115.834, 125.032)]"
2014/kh62SjGdI0s,tt0066999,10132,Dirty Harry,"[(0.01, 3.9110000000000005), (3.931, 7.414000000000001), (7.434, 11.71), (11.73, 15.881), (15.901, 19.343), (19.363000000000003, 20.927999999999997), (20.948, 28.351999999999997), (28.372, 32.606), (32.626, 35.192), (35.211999999999996, 38.111000000000004), (38.131, 40.948), (40.967999999999996, 42.324000000000005), (42.344, 44.576), (44.596, 57.965), (57.985, 59.967), (59.986999999999995, 61.635000000000005), (61.655, 66.89), (66.91000000000001, 78.485), (78.50500000000001, 80.737), (80.757, 83.24), (83.26, 84.69999999999999), (84.72, 86.535), (86.555, 91.08099999999999), (91.101, 97.25399999999999), (97.274, 101.675), (101.69500000000001, 108.015), (108.03500000000001, 111.518), (111.53800000000001, 114.85499999999999), (114.875, 116.231), (116.251, 118.442), (118.462, 121.695), (121.715, 126.116), (126.13600000000001, 131.913), (131.933, 134.458), (134.47799999999998, 137.002), (137.022, 138.62800000000001), (138.648, 142.424), (142.444, 148.055)]"
2017/cEezHIqQrEw,tt0079592,5904,Murder by Decree,"[(0.01, 19.383999999999997), (19.404, 24.055999999999997), (24.076, 54.169000000000004), (54.189, 56.505), (56.525, 59.049), (59.068999999999996, 63.262), (63.282, 65.597), (65.617, 70.47699999999999), (70.497, 72.396), (72.41600000000001, 74.606), (74.626, 77.568), (77.58800000000001, 83.782), (83.802, 87.911), (87.93100000000001, 95.877), (95.897, 102.092), (102.11200000000001, 112.93599999999999), (112.956, 121.02799999999999)]"
2017/h1aJoWg4vGo,tt0079592,5904,Murder by Decree,"[(0.01, 13.086), (13.106, 20.468999999999998), (20.489, 22.136999999999997), (22.157, 24.598), (24.618000000000002, 27.308999999999997), (27.329, 35.567), (35.586999999999996, 38.237), (38.257, 39.238), (39.257999999999996, 49.373000000000005), (49.393, 61.176), (61.196, 62.177), (62.196999999999996, 79.77799999999999), (79.798, 82.28099999999999), (82.301, 94.37599999999999), (94.396, 107.347), (107.367, 116.398), (116.418, 119.568), (119.58800000000001, 128.577), (128.59699999999998, 140.422), (140.44199999999998, 143.05)]"
2017/raM63LAHuwo,tt0079592,5904,Murder by Decree,"[(0.01, 6.58), (6.6, 10.459), (10.479, 13.712), (13.732, 16.465), (16.485000000000003, 24.680999999999997), (24.701, 29.686), (29.706000000000003, 33.315000000000005), (33.335, 37.069), (37.089, 41.24), (41.26, 48.664), (48.684, 54.211), (54.230999999999995, 65.973), (65.99300000000001, 70.43499999999999), (70.455, 77.359), (77.379, 80.696), (80.71600000000001, 83.824), (83.84400000000001, 90.747), (90.76700000000001, 94.37599999999999), (94.396, 97.00399999999999), (97.024, 115.14699999999999), (115.167, 118.39999999999999), (118.42, 147.095), (147.11499999999998, 152.267), (152.28699999999998, 154.811), (154.831, 156.06300000000002), (156.083, 160.15), (160.17, 162.98600000000002), (163.006, 171.244), (171.26399999999998, 175.45700000000002), (175.477, 179.044)]"
2017/6EfYYxmfABk,tt0079592,5904,Murder by Decree,"[(0.01, 29.019), (29.039, 48.205000000000005), (48.225, 50.666000000000004), (50.686, 51.875), (51.894999999999996, 63.428000000000004), (63.448, 69.851), (69.87100000000001, 80.904), (80.924, 84.324), (84.34400000000001, 90.747), (90.76700000000001, 101.258), (101.278, 119.901), (119.921, 125.157), (125.177, 129.745), (129.765, 136.585), (136.605, 146.428), (146.44799999999998, 153.518), (153.53799999999998, 164.905), (164.92499999999998, 168.53300000000002), (168.553, 171.078), (171.09799999999998, 178.043)]"
2017/wbwXHxqxDwc,tt0079592,5904,Murder by Decree,"[(0.01, 42.282000000000004), (42.302, 71.353), (71.373, 90.914), (90.93400000000001, 93.75), (93.77000000000001, 109.47399999999999), (109.494, 110.851), (110.87100000000001, 123.86399999999999), (123.884, 125.24), (125.26, 141.923), (141.94299999999998, 143.216), (143.236, 144.55100000000002), (144.571, 145.34400000000002), (145.364, 146.678), (146.69799999999998, 147.554), (147.57399999999998, 149.514), (149.534, 150.76600000000002), (150.786, 153.894), (153.914, 154.519), (154.539, 155.562), (155.582, 163.36200000000002), (163.382, 165.655), (165.67499999999998, 166.948), (166.968, 169.95100000000002), (169.971, 173.038)]"
2017/t5zrRGTShZA,tt0079592,5904,Murder by Decree,"[(0.01, 92.958), (92.97800000000001, 97.42099999999999), (97.441, 103.00999999999999), (103.03, 105.095), (105.11500000000001, 116.315), (116.33500000000001, 121.90299999999999), (121.923, 127.40899999999999), (127.429, 131.663), (131.683, 133.91500000000002), (133.935, 135.584), (135.60399999999998, 137.336), (137.356, 139.54600000000002), (139.566, 141.923), (141.94299999999998, 154.311), (154.331, 161.318), (161.338, 168.86700000000002), (168.887, 177.042)]"
2017/86sXLVakflE,tt0079592,5904,Murder by Decree,"[(0.01, 2.5340000000000003), (2.554, 7.915), (7.935, 18.467), (18.487000000000002, 21.72), (21.740000000000002, 23.68), (23.700000000000003, 28.936), (28.956000000000003, 35.651), (35.671, 44.368), (44.388, 51.75), (51.769999999999996, 53.377), (53.397, 61.218), (61.238, 71.228), (71.248, 77.02499999999999), (77.045, 90.664), (90.68400000000001, 96.044), (96.06400000000001, 98.922), (98.94200000000001, 101.216), (101.236, 107.472), (107.492, 113.77), (113.79, 126.658), (126.67800000000001, 144.30100000000002), (144.321, 147.512), (147.53199999999998, 150.51500000000001), (150.535, 153.852), (153.87199999999999, 159.775), (159.795, 179.044)]"
2017/_RWkRZDPnao,tt0079592,5904,Murder by Decree,"[(0.01, 6.705), (6.725, 11.919), (11.939, 14.671000000000001), (14.691, 19.676), (19.696, 25.641), (25.661, 34.608000000000004), (34.628, 37.027), (37.047, 39.446000000000005), (39.466, 40.989000000000004), (41.009, 43.742000000000004), (43.762, 45.410000000000004), (45.43, 47.537), (47.556999999999995, 57.756), (57.775999999999996, 60.342), (60.361999999999995, 62.594), (62.614, 63.72), (63.739999999999995, 67.47399999999999), (67.494, 72.062), (72.08200000000001, 76.56599999999999), (76.586, 81.738), (81.75800000000001, 84.574), (84.59400000000001, 90.122), (90.14200000000001, 95.252), (95.272, 160.317), (160.337, 168.57500000000002), (168.595, 172.037)]"
2015/9yHJcx89XXk,tt0081398,6412,Raging Bull,"[(0.01, 3.16), (3.1799999999999997, 5.829000000000001), (5.849, 7.706), (7.726, 14.129), (14.149, 17.799), (17.819000000000003, 23.805), (23.825000000000003, 26.016), (26.036, 32.814), (32.833999999999996, 34.066), (34.086, 37.236000000000004), (37.256, 54.002), (54.022, 111.80999999999999), (111.83, 114.72999999999999), (114.75, 130.162), (130.182, 134.541), (134.56099999999998, 148.972), (148.992, 158.357), (158.37699999999998, 160.192), (160.212, 166.031)]"
2015/ybst6CAzXCo,tt0081398,6412,Raging Bull,"[(0.01, 10.417), (10.437, 15.255), (15.275, 27.392), (27.412000000000003, 30.395), (30.415000000000003, 40.948), (40.967999999999996, 43.45), (43.47, 45.911), (45.931, 46.495000000000005), (46.515, 49.623000000000005), (49.643, 59.841), (59.861, 61.051), (61.071, 65.01299999999999), (65.033, 67.39099999999999), (67.411, 69.80999999999999), (69.83, 72.93799999999999), (72.958, 96.044), (96.06400000000001, 100.63199999999999), (100.652, 105.84599999999999), (105.866, 111.018)]"
2015/8YGn0l9zfew,tt0081398,6412,Raging Bull,"[(0.01, 45.911), (45.931, 47.371), (47.391, 50.624), (50.644, 55.754000000000005), (55.774, 60.592), (60.611999999999995, 64.80499999999999), (64.825, 70.018), (70.03800000000001, 81.405), (81.42500000000001, 81.94699999999999), (81.967, 82.57199999999999), (82.592, 88.161), (88.18100000000001, 92.28999999999999), (92.31, 98.63), (98.65, 106.05399999999999), (106.074, 116.648), (116.668, 124.03099999999999)]"
2015/NOXp0ABEFC4,tt0081398,6412,Raging Bull,"[(0.01, 50.082), (50.102, 55.337), (55.357, 102.092), (102.11200000000001, 114.81299999999999), (114.833, 130.662), (130.682, 139.96300000000002), (139.983, 140.964), (140.98399999999998, 141.882), (141.902, 147.888), (147.908, 150.39000000000001), (150.41, 155.937), (155.957, 157.35500000000002), (157.375, 162.02700000000002)]"
2015/Tx-kB1KKLJ0,tt0081398,6412,Raging Bull,"[(0.01, 7.831), (7.851, 12.169), (12.189, 13.212), (13.232, 27.017), (27.037000000000003, 42.658), (42.678, 45.619), (45.638999999999996, 75.774), (75.79400000000001, 78.402), (78.42200000000001, 86.15899999999999), (86.179, 90.08), (90.10000000000001, 93.166), (93.186, 94.12599999999999), (94.146, 106.26299999999999), (106.283, 108.056), (108.07600000000001, 110.684), (110.70400000000001, 113.103), (113.123, 113.687), (113.70700000000001, 114.56299999999999), (114.583, 125.615), (125.635, 130.912), (130.932, 132.122), (132.142, 142.215), (142.23499999999999, 144.84300000000002), (144.863, 147.971), (147.99099999999999, 165.989), (166.009, 168.03300000000002)]"
